Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,Value,Wage,Total stats,Unnamed: 9
,R. Gurtner GK,38,69,69,RC Lens 2025 ~ 2028,€150K,€5K,1080,
,M. Broholm RM RW,20,69,79,Lille OSC 2025 ~ 2030,€3.1M,€10K,1745,
,N. Nartey CM ST CAM,19,69,83,Olympique Lyonnais 2026 ~ 2030,€3.3M,€7K,1757,
,B. Sarr RB RM,33,69,69,FC Metz 2026 ~ 2029,€725K,€8K,1909,
,T. Tati CB,17,69,83,FC Nantes 2025 ~ 2030,€3M,€5K,1581,
,Q. Ndjantou LW ST CM LM,17,69,83,Paris Saint-Germain 2025 ~ 2028,€3.2M,€19K,1740,
,Rafael Luís CDM CM,20,69,81,"RC Strasbourg Alsace Jun 30, 2026 On loan",€3.2M,€7K,1743,
,K. Johnsson GK,35,69,69,RC Strasbourg Alsace 2024 ~ 2028,€150K,€9K,1167,
,N. Adjei CB,22,69,78,FC Lorient 2024 ~ 2028,€2.9M,€8K,1522,
,A. Faye CB,20,69,81,"FC Lorient Jun 30, 2026 On loan",€3.2M,€21K,1644,
,P. Peter ST,17,69,79,Angers SCO 2025 ~ 2028,€2.9M,€5K,1635,
,L. Gourna-Douath CDM CM,21,69,79,"Le Havre AC Jun 30, 2026 On loan",€3M,€7K,1823,
,T. Kolodziejczak CB,33,69,69,Paris FC 2023 ~ 2028,€675K,€22K,1696,
,F. Chiarodia CB,20,69,79,Borussia Mönchengladbach 2023 ~ 2027,€2.9M,€10K,1594,
,M. Philipp ST CAM,31,69,69,SC Freiburg 2024 ~ 2030,€1.2M,€16K,1806,
,J. Huth GK,31,69,69,SC Freiburg 2024 ~ 2030,€750K,€9K,1261,
,B. Ogbus CB RB,19,69,78,SC Freiburg 2024 ~ 2030,€2.8M,€9K,1578,
,B. Jatta RW RM RB,27,69,69,Hamburger SV 2016 ~ 2029,€1.5M,€13K,1827,
,W. Mikelbrencis RB RM,21,69,80,Hamburger SV 2022 ~ 2029,€3M,€9K,1744,
,P. Stenzel RB CB CM,29,69,69,VfB Stuttgart 2020 ~ 2030,€1.2M,€18K,1845,
,J. Malatini CB RB RM,24,69,76,SV Werder Bremen 2024 ~ 2028,€2.6M,€11K,1714,
,N. Veratschnig RB RM RW,22,69,76,1. FSV Mainz 05 2024 ~ 2028,€2.7M,€11K,1765,
,M. Moerstedt ST,19,69,81,TSG 1899 Hoffenheim 2024 ~ 2027,€3.3M,€13K,1555,
,A. Dźwigała CB RB,29,69,69,FC St. Pauli 2020 ~ 2029,€1.2M,€13K,1717,
,L. Ritzka LB CB LM CM,27,69,69,FC St. Pauli 2021 ~ 2028,€1.3M,€12K,1760,
,C. Metcalfe CM RM CAM,25,69,71,FC St. Pauli 2022 ~ 2028,€1.7M,€12K,1879,
,S. Schimmer ST,31,69,69,1. FC Heidenheim 1846 2019 ~ 2028,€1.2M,€17K,1636,
,S. Conteh ST RM RW CAM,28,69,69,1. FC Heidenheim 1846 2024 ~ 2027,€1.4M,€17K,1744,
,L. Kerber CDM CM,23,69,76,1. FC Heidenheim 1846 2024 ~ 2027,€2.6M,€13K,1865,
,F. Feller GK,21,69,77,1. FC Heidenheim 1846 2023 ~ 2029,€2.7M,€5K,992,
,L. Zingerle GK,31,69,69,RB Leipzig 2023 ~ 2028,€750K,€15K,1031,
,V. Adžić CAM CM,19,69,79,Juventus 2024 ~ 2027,€3M,€31K,1690,
,C. Pinsoglio GK,35,69,69,Juventus 2014 ~ 2028,€150K,€17K,1095,
,O. Provstgaard CB,22,69,76,Lazio 2025 ~ 2029,€2.6M,€13K,1672,
,Giovane ST RW RM CAM,21,69,79,Napoli 2026 ~ 2030,€3.2M,€30K,1694,
,L. Valenti CB,26,69,70,Parma 2021 ~ 2027,€1.4M,€10K,1754,
,M. Pellegrino ST,23,69,75,Parma 2025 ~ 2029,€2.2M,€10K,1625,
,J. Ziółkowski CB,20,69,79,Roma 2025 ~ 2030,€2.9M,€16K,1482,
,Obrador LB LM,21,69,77,"Torino Jun 30, 2026 On loan",€3M,€7K,1725,
,I. Gueye ST,18,69,79,"Udinese Jun 30, 2026 On loan",€3M,€6K,1591,
,V. Bayo ST,28,69,69,Udinese 2024 ~ 2028,€1.4M,€11K,1710,
,T. Slotsager CB,19,69,82,Hellas Verona FC 2025 ~ 2029,€3.1M,€5K,1541,
,Tiago Gabriel CB,20,69,77,Lecce 2025 ~ 2027,€2.9M,€5K,1549,
,G. Jean CB,25,69,74,Lecce 2024 ~ 2027,€1.8M,€6K,1512,
,M. Berisha CM CAM,21,69,78,Lecce 2022 ~ 2028,€3.1M,€5K,1777,
,Danilo Veiga RB RM,22,69,78,Lecce 2025 ~ 2027,€3M,€6K,1830,
,A. Albarracín LW RW CAM LM,19,69,77,Cagliari 2026 ~ 2030,€3M,€5K,1746,
,R. Idrissi LB LM,20,69,76,Cagliari 2023 ~ 2030,€2.6M,€5K,1820,
,G. Borrelli ST,25,69,71,Cagliari 2025 ~ 2029,€1.8M,€7K,1580,
,L. Lezzerini GK,30,69,69,Fiorentina 2025 ~ 2030,€925K,€14K,1155,
,H. Meister ST,21,69,76,Pisa 2025 ~ 2028,€2.9M,€5K,1671,
,R. Floriani Mussolini RM RB,22,69,77,"Cremonese Jun 30, 2026 On loan",€3.1M,€13K,1786,
,Pedro Felipe CB,21,69,79,"Sassuolo Jun 30, 2026 On loan",€2.9M,€30K,1754,
,L. Lipani CM CDM,20,69,77,Sassuolo 2023 ~ 2028,€3M,€8K,1699,
,Álex Padilla GK,21,69,79,Athletic Club 2022 ~ 2029,€2.7M,€7K,975,
,Javi Llabrés LW LM RM,22,69,76,RCD Mallorca 2022 ~ 2029,€2.8M,€14K,1670,
,David López CB,22,69,78,RCD Mallorca 2024 ~ 2027,€2.9M,€13K,1510,
,Wesley LW LM RM,20,69,80,"Real Sociedad Jun 30, 2026 On loan",€3.1M,€15K,1647,
,John Donald CB CDM CM,24,69,76,Elche CF 2022 ~ 2028,€2.6M,€10K,1692,
,Diego Pampín LB CM,25,69,71,Levante UD 2024 ~ 2028,€1.6M,€13K,1765,
,Pablo Campos GK,23,69,77,Levante UD 2022 ~ 2027,€2.7M,€7K,1032,
,J. Letáček GK,26,69,73,Getafe CF 2024 ~ 2028,€1.5M,€10K,1128,
,Lucas Ahijado RB LB RM,30,69,69,Real Oviedo 2025 ~ 2030,€1.2M,€16K,1858,
,L. Ilić CAM CM RM,25,69,72,Real Oviedo 2025 ~ 2028,€1.8M,€15K,1815,
,J. Derry LM LW,18,68,85,Chelsea 2025 ~ 2029,€3.1M,€26K,1681,
,G. Slonina GK,21,68,80,Chelsea 2022 ~ 2028,€2.6M,€14K,1138,
,J. McConnell CDM CM,20,68,79,Liverpool 2023 ~ 2030,€2.5M,€24K,1774,
,M. Alleyne CB,19,68,80,Manchester City 2023 ~ 2030,€2.7M,€26K,1620,
,J. Ruddy GK,38,68,68,Newcastle United 2024 ~ 2030,€130K,€16K,1042,
,J. Ta Bi RM RW,20,68,80,Sunderland 2026 ~ 2030,€2.9M,€18K,1808,
,Pedro Lima RB RM,19,68,83,Wolverhampton Wanderers 2024 ~ 2029,€2.7M,€17K,1797,
,V. Hladký GK,34,68,68,Burnley 2024 ~ 2029,€210K,€16K,1329,
,J. Soler LB LM,20,68,79,AFC Bournemouth 2025 ~ 2029,€2.5M,€19K,1728,
,N. Ahamada CM CAM CDM,23,68,74,AJ Auxerre 2026 ~ 2027,€1.9M,€10K,1815,
,F. Oppegård LB LM,22,68,77,AJ Auxerre 2025 ~ 2028,€2.6M,€9K,1821,
,T. De Percin GK,24,68,74,AJ Auxerre 2021 ~ 2029,€1.5M,€5K,974,
,L. Coulibaly RM RW,22,68,76,AJ Auxerre 2024 ~ 2028,€2.7M,€10K,1671,
,L. Sy RB RM,22,68,77,AJ Auxerre 2025 ~ 2029,€2.6M,€9K,1630,
,A. Bermont LM LW,20,68,78,RC Lens 2024 ~ 2029,€2.6M,€9K,1693,
,N. Edjouma RM CAM RW,19,68,80,Lille OSC 2026 ~ 2030,€2.9M,€9K,1593,
,Mathys De Carvalho CDM CM,20,68,79,Olympique Lyonnais 2025 ~ 2028,€2.5M,€7K,1714,
,R. Himbert ST RW LW RM,17,68,82,Olympique Lyonnais 2026 ~ 2028,€2.8M,€6K,1684,
,U. Mboula CB,22,68,76,FC Metz 2025 ~ 2028,€2.5M,€6K,1451,
,S. Idumbo LM LW,20,68,80,AS Monaco 2025 ~ 2030,€2.9M,€10K,1626,
,D. Tabibou CM RM RW CDM,20,68,77,FC Nantes 2024 ~ 2030,€2.6M,€7K,1799,
,M. Kaba CDM CM,23,68,75,"FC Nantes Jun 30, 2026 On loan",€2.3M,€5K,1704,
,M. Nagida LB RB LM,20,68,80,Stade Rennais FC 2023 ~ 2029,€2.8M,€8K,1724,
,B. Leroy GK,36,68,68,FC Lorient 2024 ~ 2029,€130K,€4K,1064,
,L. Zogbé RB LB RM,20,68,78,Stade Brestois 29 2023 ~ 2029,€2.5M,€8K,1564,
,G. Kyeremeh RM LM ST RW,25,68,71,Le Havre AC 2025 ~ 2027,€1.6M,€7K,1706,
,S. Ebonog CM CDM,20,68,79,Le Havre AC 2022 ~ 2027,€2.6M,€6K,1754,
,M. Sauer CM CAM CDM,21,68,78,Toulouse FC 2025 ~ 2028,€2.7M,€8K,1789,
,A. Francis CM CDM,24,68,73,Toulouse FC 2025 ~ 2029,€1.8M,€10K,1906,
,J. Russell-Rowe ST CAM,22,68,76,Toulouse FC 2026 ~ 2030,€2.7M,€11K,1599,
,T. Ollila LB LM,25,68,71,Paris FC 2024 ~ 2027,€1.5M,€18K,1818,
,N. Katterbach LB RM LM,24,68,73,Hamburger SV 2024 ~ 2027,€1.7M,€10K,1667,
,J. Simpson-Pusey CB,19,68,79,"1. FC Köln Jun 30, 2026 On loan",€2.4M,€26K,1551,
,L. Kilian CB,25,68,69,1. FC Köln 2022 ~ 2029,€1.3M,€10K,1504,
,K. Topp ST CAM,21,68,79,SV Werder Bremen 2024 ~ 2028,€2.7M,€10K,1607,
,K. Potulski CB,17,68,83,1. FSV Mainz 05 2025 ~ 2028,€2.6M,€6K,1431,
,K. Shiogai ST,20,68,82,VfL Wolfsburg 2026 ~ 2030,€2.9M,€16K,1658,
,J. Seelt CB RB CDM,22,68,77,"VfL Wolfsburg Jun 30, 2026 On loan",€2.5M,€20K,1535,
,L. Philipp GK,24,68,72,TSG 1899 Hoffenheim 2020 ~ 2029,€1.4M,€7K,908,
,Rodrigo Ribeiro ST CAM LW,20,68,79,"FC Augsburg Jun 30, 2026 On loan",€2.7M,€7K,1591,
,T. Hara ST RW LW,26,68,69,FC St. Pauli 2026 ~ 2028,€1.4M,€12K,1592,
,R. Jones ST LM LW,22,68,72,FC St. Pauli 2025 ~ 2029,€1.8M,€11K,1717,
,M. Kaufmann ST LM RM LW,24,68,73,1. FC Heidenheim 1846 2024 ~ 2028,€1.8M,€13K,1659,
,C. Conteh RM ST CAM RW,25,68,69,1. FC Heidenheim 1846 2026 ~ 2029,€1.4M,€13K,1634,
,S. Sani LW LM,18,68,83,RB Leipzig 2026 ~ 2031,€2.8M,€15K,1663,
,R. Di Gennaro GK,31,68,68,Inter 2023 ~ 2030,€650K,€9K,1117,
,P. Ratkov ST,21,68,78,Lazio 2026 ~ 2028,€2.7M,€12K,1639,
,E. Corvi GK,24,68,71,Parma 2022 ~ 2027,€1.3M,€5K,1027,
,B. Cremaschi CM CAM RM,20,68,79,"Parma Jun 30, 2026 On loan",€2.6M,€3K,1755,
,T. Anjorin CM CAM CDM,23,68,75,"Torino Jun 30, 2026 On loan",€2.4M,€2K,1898,
,L. Marianucci CB,20,68,79,"Torino Jun 30, 2026 On loan",€2.5M,€23K,1468,
,K. N'Dri RM RW ST,24,68,71,Lecce 2025 ~ 2027,€1.6M,€5K,1818,
,Þ. Helgason CM CAM,24,68,73,Lecce 2021 ~ 2029,€1.8M,€5K,1775,
,P. Masini CDM CM,24,68,72,Genoa 2022 ~ 2028,€1.6M,€9K,1764,
,A. Calabresi CB RB RM,29,68,68,Pisa 2022 ~ 2030,€1M,€6K,1612,
,M. Marin CM CDM,26,68,69,Pisa 2019 ~ 2029,€1.4M,€6K,1896,
,F. Stojilković ST,25,68,71,Pisa 2026 ~ 2029,€1.6M,€6K,1653,
,G. Piccinini CM CDM,24,68,73,Pisa 2021 ~ 2030,€1.8M,€5K,1822,
,M. Faye CB,20,68,82,"Cremonese Jun 30, 2026 On loan",€2.7M,€8K,1748,
,L. Moro ST,24,68,73,Sassuolo 2022 ~ 2027,€1.8M,€10K,1552,
,Thiago Pitarch CM CDM CAM,17,68,85,Real Madrid 2024 ~ 2027,€3M,€29K,1713,
,L. Bergström GK,22,68,75,RCD Mallorca 2025 ~ 2027,€2.1M,€7K,1018,
,J. Vertrouwd CB LB LM,20,68,78,Rayo Vallecano 2025 ~ 2030,€2.5M,€8K,1794,
,Paco Cortés LW LM,17,68,81,Levante UD 2024 ~ 2028,€2.8M,€8K,1623,
,Kareem Tunde RW LM RM,19,68,79,Levante UD 2024 ~ 2029,€2.6M,€10K,1688,
,A. Kamara RM RW LM,21,68,76,"Getafe CF Jun 30, 2026 On loan",€2.7M,€12K,1753,
,B. Domingues LM RM CAM LW,25,68,69,Real Oviedo 2025 ~ 2028,€1.4M,€14K,1730,
,T. Heaton GK,39,67,67,Manchester United 2021 ~ 2030,€110K,€8K,1194,
,B. Austin GK,26,67,71,Tottenham Hotspur 2016 ~ 2029,€1.1M,€19K,1031,
,M. Ellborg GK,22,67,75,Sunderland 2026 ~ 2030,€2M,€10K,972,
,M. Caillard GK,31,67,67,Lille OSC 2024 ~ 2029,€550K,€7K,1090,
,A. Touré CDM CM,19,67,81,FC Metz 2024 ~ 2028,€2.3M,€4K,1774,
,P. Sy GK,28,67,69,FC Metz 2024 ~ 2028,€875K,€4K,1016,
,G. Abuashvili LM RM LW,22,67,75,FC Metz 2024 ~ 2030,€2.3M,€6K,1625,
,G. Bernardeau CAM RM CM,19,67,77,OGC Nice 2025 ~ 2029,€2.2M,€7K,1604,
,K. Boudache RM ST RW,19,67,77,OGC Nice 2026 ~ 2028,€2.2M,€7K,1549,
,H. Djibirin RM RW,18,67,78,Angers SCO 2025 ~ 2029,€2.1M,€4K,1573,
,M. Courcoul CDM CM CB,18,67,81,Angers SCO 2023 ~ 2027,€2.2M,€4K,1601,
,F. Mambimbi ST LM RM CAM,24,67,72,Le Havre AC 2025 ~ 2027,€1.6M,€6K,1680,
,R. Riou GK,37,67,67,Paris FC 2024 ~ 2026,€110K,€7K,1190,
,J. Lopez LW CAM ST LM,33,67,67,Paris FC 2017 ~ 2029,€625K,€19K,1741,
,P. Hamel ST,31,67,67,Paris FC 2022 ~ 2028,€850K,€19K,1591,
,T. Pereira Cardoso GK,19,67,82,Borussia Mönchengladbach 2025 ~ 2028,€2.1M,€3K,989,
,J. Olschowsky GK,23,67,74,Borussia Mönchengladbach 2020 ~ 2027,€1.7M,€5K,948,
,L. Öztunalı RW CM RM,29,67,67,Hamburger SV 2023 ~ 2030,€1M,€11K,1842,
,A. Tape CB,17,67,84,Bayer 04 Leverkusen 2025 ~ 2030,€2.4M,€11K,1680,
,M. Culbreath RM CAM RW,17,67,83,Bayer 04 Leverkusen 2025 ~ 2030,€2.5M,€12K,1658,
,P. Čović CAM RM CM,18,67,81,SV Werder Bremen 2024 ~ 2029,€2.4M,€7K,1634,
,M. Kolke GK,34,67,67,SV Werder Bremen 2024 ~ 2029,€170K,€7K,1152,
,L. Rieß GK,23,67,74,1. FSV Mainz 05 2021 ~ 2027,€1.7M,€5K,986,
,C. Klaus GK,31,67,67,1. FC Union Berlin 2024 ~ 2029,€550K,€9K,966,
,Y. Eduardo ST,19,67,80,TSG 1899 Hoffenheim 2026 ~ 2028,€2.4M,€10K,1619,
,C. Campbell RM RW,19,67,82,"TSG 1899 Hoffenheim Jun 30, 2026 On loan",€2.4M,€11K,1585,
,D. Zeitler ST LW LM,18,67,79,TSG 1899 Hoffenheim 2025 ~ 2029,€2.4M,€10K,1663,
,B. Voll GK,24,67,72,FC St. Pauli 2024 ~ 2029,€1.2M,€5K,949,
,M. Cocchi LB LM,18,67,82,Inter 2026 ~ 2028,€2.3M,€7K,1809,
,L. Cerri ST,22,67,76,Juventus 2025 ~ 2027,€2.3M,€33K,1554,
,R. Belahyane CM CDM,21,67,76,Lazio 2025 ~ 2029,€2.3M,€9K,1786,
,E. Motta GK,20,67,74,Lazio 2026 ~ 2030,€1.7M,€4K,963,
,N. Contini GK,29,67,68,Napoli 2015 ~ 2030,€775K,€19K,1117,
,A. Vergara RW RM CAM,22,67,76,Napoli 2023 ~ 2027,€2.3M,€27K,1702,
,E. İlkhan CM CDM,21,67,74,Torino 2022 ~ 2030,€2.1M,€11K,1743,
,E. Helland CB RB,20,67,79,Bologna 2026 ~ 2030,€2.3M,€12K,1655,
,Isaac ST,21,67,76,Hellas Verona FC 2026 ~ 2029,€2.3M,€5K,1662,
,A. Edmundsson CB,24,67,71,Hellas Verona FC 2026 ~ 2029,€1.3M,€5K,1509,
,S. Perilli GK,30,67,67,Hellas Verona FC 2022 ~ 2027,€675K,€4K,1156,
,K. Bowie ST CAM,22,67,75,Hellas Verona FC 2026 ~ 2030,€2.3M,€5K,1762,
,F. Marchwiński CAM ST CM,23,67,74,Lecce 2024 ~ 2029,€2M,€5K,1710,
,N. Čavlina GK,23,67,73,"Como Jun 30, 2026 On loan",€1.3M,€4K,1070,
,L. Pavoletti ST,36,67,67,Cagliari 2017 ~ 2029,€350K,€5K,1607,
,N. Fortini LM LB,19,67,80,Fiorentina 2024 ~ 2027,€2.4M,€12K,1728,
,J. Ekhator ST,18,67,78,Genoa 2024 ~ 2029,€2.2M,€7K,1535,
,Alex Amorim CM CDM,20,67,75,Genoa 2026 ~ 2028,€2.2M,€7K,1801,
,S. Otoa CB,21,67,74,Genoa 2025 ~ 2028,€1.9M,€7K,1512,
,E. Akinsanmiro CM CAM CDM,20,67,80,"Pisa Jun 30, 2026 On loan",€2.4M,€9K,1936,
,Nicolas GK,37,67,67,Pisa 2021 ~ 2029,€110K,€2K,1126,
,E. Iannoni CM CDM,24,67,72,Sassuolo 2024 ~ 2028,€1.5M,€8K,1787,
,E. Pieragnolo LB LM,22,67,71,Sassuolo 2024 ~ 2027,€1.4M,€7K,1600,
,A. Purić CB,21,67,78,Atlético Madrid 2025 ~ 2029,€2.1M,€15K,1611,
,I. Kostis CB LB,22,67,77,Atlético Madrid 2023 ~ 2027,€2.1M,€17K,1422,
,Pichu Cuéllar GK,41,67,67,RCD Mallorca 2023 ~ 2029,€110K,€4K,1200,
,Karrikaburu ST,22,67,76,Real Sociedad 2022 ~ 2027,€2.3M,€13K,1613,
,Mariano ST,31,67,67,Deportivo Alavés 2025 ~ 2027,€850K,€13K,1795,
,Manu Bueno CM CAM CDM,20,67,78,Sevilla FC 2022 ~ 2030,€2.2M,€9K,1740,
,Nacho Pérez RB,16,67,81,Levante UD 2025 ~ 2028,€2.2M,€5K,1616,
,Davinchi LB,17,67,81,Getafe CF 2025 ~ 2028,€2.2M,€6K,1747,
,S. Mheuka ST,17,66,84,Chelsea 2024 ~ 2027,€2.1M,€18K,1640,
,A. Aznou LB,19,66,82,Everton 2025 ~ 2029,€2.1M,€9K,1708,
,S. Moore GK,35,66,66,Sunderland 2024 ~ 2028,€90K,€7K,1213,
,R. Donovan RM CAM RW,18,66,79,Brentford 2025 ~ 2030,€2M,€14K,1591,
,K. Antonio CB,17,66,80,RC Lens 2024 ~ 2028,€1.8M,€4K,1542,
,S. Diaoune LM CAM LW,17,66,79,Lille OSC 2025 ~ 2028,€1.9M,€5K,1644,
,N. Kamara CB,18,66,82,"Olympique Lyonnais Jun 30, 2026 On loan",€2M,€13K,1644,
,S. Kango RB,18,66,80,Olympique Lyonnais 2026 ~ 2028,€1.9M,€4K,1619,
,L. Michal LM RM LW,20,66,79,"FC Metz Jun 30, 2026 On loan",€2.1M,€8K,1525,
,Y. Lawson LB LM,20,66,77,FC Metz 2025 ~ 2028,€1.8M,€4K,1657,
,P. Brunner ST LM,19,66,79,AS Monaco 2024 ~ 2028,€2M,€8K,1601,
,U. Radaković CB,31,66,66,FC Nantes 2025 ~ 2027,€575K,€7K,1379,
,Y. Zabiri ST,20,66,80,Stade Rennais FC 2026 ~ 2029,€2.1M,€7K,1613,
,T. Nnadi CDM CM CB,22,66,77,Olympique de Marseille 2026 ~ 2030,€1.8M,€10K,1798,
,J. Vignolo ST RW,18,66,78,Toulouse FC 2025 ~ 2029,€2M,€6K,1611,
,Álex Domínguez GK,26,66,70,Toulouse FC 2023 ~ 2027,€925K,€5K,1094,
,M. Albert LM CAM RM LW,16,66,88,Borussia Dortmund 2026 ~ 2028,€2.7M,€7K,1538,
,S. Inacio CAM ST,17,66,84,Borussia Dortmund 2026 ~ 2029,€2.1M,€7K,1570,
,L. Reggiani CB,17,66,82,Borussia Dortmund 2026 ~ 2028,€2M,€7K,1499,
,F. Baldé LW RW LM,19,66,77,Hamburger SV 2024 ~ 2029,€1.8M,€7K,1620,
,S. Adamyan ST CAM LM,32,66,66,1. FC Köln 2022 ~ 2030,€700K,€10K,1756,
,N. Lomb GK,31,66,66,Bayer 04 Leverkusen 2012 ~ 2027,€450K,€13K,1097,
,S. Drljača GK,26,66,70,VfB Stuttgart 2024 ~ 2027,€925K,€7K,1004,
,J. Diehl LM CAM RM LW,20,66,80,VfB Stuttgart 2024 ~ 2029,€2.1M,€9K,1609,
,Jeremy ST CAM,20,66,80,VfB Stuttgart 2026 ~ 2031,€2.1M,€10K,1613,
,N. Tauer CDM CM CB,24,66,70,1. FSV Mainz 05 2019 ~ 2029,€1.1M,€8K,1702,
,Cleiton CB,22,66,77,VfL Wolfsburg 2026 ~ 2030,€1.8M,€12K,1465,
,L. Đurić CM CDM,22,66,70,TSG 1899 Hoffenheim 2025 ~ 2028,€1.2M,€10K,1703,
,A. Ceesay ST,21,66,74,FC St. Pauli 2025 ~ 2028,€1.9M,€7K,1523,
,M. Lavelli ST,18,66,79,Inter 2026 ~ 2029,€2M,€7K,1711,
,A. Przyborek CAM RM RW CM,18,66,78,Lazio 2026 ~ 2030,€2M,€7K,1627,
,M. Troilo CB,22,66,78,Parma 2025 ~ 2030,€2M,€6K,1366,
,F. Cham RB,19,66,75,Hellas Verona FC 2025 ~ 2029,€1.8M,€3K,1702,
,M. Pérez CB,20,66,76,Lecce 2025 ~ 2028,€1.8M,€3K,1449,
,C. Ndaba LB CB CM,25,66,68,Lecce 2025 ~ 2028,€975K,€4K,1586,
,A. Sherri GK,27,66,68,Cagliari 2024 ~ 2027,€775K,€3K,1135,
,J. Liteta CM CDM,19,66,74,Cagliari 2025 ~ 2030,€1.8M,€3K,1796,
,M. Højholt CDM CM,24,66,72,Pisa 2024 ~ 2027,€1.2M,€3K,1638,
,D. Bakola CAM CM,17,66,81,Sassuolo 2026 ~ 2030,€1.9M,€4K,1752,
,G. Satalino GK,26,66,69,Sassuolo 2018 ~ 2028,€850K,€5K,909,
,Álvaro Cortés CB,20,66,79,FC Barcelona 2024 ~ 2028,€1.9M,€16K,1535,
,V. Koski CB CDM,23,66,72,Deportivo Alavés 2024 ~ 2027,€1.2M,€8K,1495,
,Iturbe GK,21,66,76,Elche CF 2025 ~ 2029,€1.7M,€3K,1095,
,Osambela CB CDM CM,20,66,77,CA Osasuna 2025 ~ 2029,€1.8M,€8K,1705,
,T. Abed RW CAM RM,20,66,78,Levante UD 2026 ~ 2029,€2.1M,€8K,1722,
,O. Ejaria CM LM CAM CDM,27,66,66,Real Oviedo 2025 ~ 2028,€900K,€11K,1798,
,B. Burrowes RM ST RW,17,65,82,Aston Villa 2024 ~ 2028,€1.8M,€12K,1683,
,G. Hemmings CDM CM CAM,18,65,80,Aston Villa 2025 ~ 2029,€1.6M,€14K,1769,
,C. Ramsay RB RM,21,65,73,Liverpool 2022 ~ 2027,€1.5M,€15K,1708,
,T. Nyoni CM CAM CDM,18,65,84,Liverpool 2025 ~ 2028,€1.8M,€14K,1690,
,C. Obi ST,17,65,84,Manchester United 2024 ~ 2028,€1.8M,€12K,1617,
,T. Fredricson CB,20,65,78,Manchester United 2025 ~ 2030,€1.6M,€13K,1543,
,S. Lacey RM RW,18,65,84,Manchester United 2025 ~ 2027,€1.8M,€13K,1651,
,A. Murphy LB CB LM,21,65,79,Newcastle United 2022 ~ 2028,€1.7M,€17K,1638,
,A. Ba RW LW RM,21,65,68,Sunderland 2022 ~ 2027,€1M,€12K,1761,
,T. Edozie RW CAM RM,19,65,78,Wolverhampton Wanderers 2024 ~ 2027,€1.7M,€12K,1635,
,F. Sylla CM CDM,19,65,78,RC Lens 2025 ~ 2028,€1.7M,€5K,1710,
,O. Touré CB,20,65,77,Lille OSC 2023 ~ 2028,€1.6M,€6K,1490,
,A. Laâziri LB LM,21,65,74,Olympique Lyonnais 2022 ~ 2027,€1.5M,€4K,1679,
,Y. Lienard GK,22,65,75,AS Monaco 2021 ~ 2027,€1.4M,€4K,941,
,M. Silistrie GK,19,65,77,Stade Rennais FC 2025 ~ 2029,€1.5M,€2K,1003,
,S. Bajic GK,23,65,70,RC Strasbourg Alsace 2025 ~ 2028,€875K,€6K,925,
,M. Zinga GK,23,65,73,Angers SCO 2022 ~ 2029,€1.4M,€2K,969,
,S. Zagadou CB,16,65,79,Le Havre AC 2025 ~ 2028,€1.5M,€2K,1488,
,E. Koffi LB LM,19,65,77,Le Havre AC 2025 ~ 2026,€1.6M,€3K,1657,
,S. Koumbassa CB,18,65,78,Toulouse FC 2025 ~ 2030,€1.6M,€4K,1429,
,S. Alakouch RB RM,26,65,66,Paris FC 2024 ~ 2028,€775K,€12K,1668,
,F. Mane CB RB,20,65,79,Borussia Dortmund 2024 ~ 2028,€1.6M,€8K,1461,
,A. Kabar LB,19,65,80,Borussia Dortmund 2024 ~ 2028,€1.6M,€7K,1736,
,K. Bos LB LM,21,65,75,1. FSV Mainz 05 2025 ~ 2029,€1.5M,€6K,1611,
,L. Arrhov CAM CM LM,17,65,80,Eintracht Frankfurt 2026 ~ 2028,€1.6M,€5K,1700,
,L. Engelns CM RM CDM,18,65,80,TSG 1899 Hoffenheim 2026 ~ 2027,€1.7M,€6K,1699,
,L. Erlein RB CB RM,17,65,78,TSG 1899 Hoffenheim 2025 ~ 2030,€1.6M,€5K,1503,
,J. Robatsch CB LB,20,65,76,FC St. Pauli 2025 ~ 2030,€1.5M,€5K,1488,
,R. Obrić CB,19,65,76,Atalanta 2025 ~ 2028,€1.4M,€10K,1411,
,L. Topalovič CM CAM,19,65,78,Inter 2025 ~ 2029,€1.7M,€6K,1676,
,A. Taho GK,18,65,80,Inter 2025 ~ 2030,€1.4M,€2K,937,
,Cristo Muñoz CAM CM,20,65,75,Lazio 2024 ~ 2027,€1.6M,€7K,1779,
,D. Odogu CB,19,65,83,AC Milan 2025 ~ 2029,€1.7M,€8K,1462,
,Z. Athekame RB CM,20,65,78,AC Milan 2025 ~ 2030,€1.6M,€8K,1566,
,S. Britschgi RB LB RM,18,65,75,Parma 2025 ~ 2030,€1.4M,€4K,1525,
,A. Njie ST LW LM,20,65,77,Torino 2024 ~ 2027,€1.7M,€8K,1605,
,B. Mlačić CB,18,65,80,Udinese 2026 ~ 2031,€1.6M,€3K,1580,
,D. Padelli GK,39,65,65,Udinese 2021 ~ 2030,€80K,€2K,988,
,S. Fofana CDM CB CM,22,65,72,Lecce 2026 ~ 2027,€1.4M,€3K,1683,
,F. Camarda ST,17,65,87,"Lecce Jun 30, 2026 On loan",€2.3M,€7K,1565,
,Lorran CAM CM,18,65,80,Pisa 2025 ~ 2028,€1.7M,€2K,1627,
