Unnamed: 0,Age,Overall rating,Potential,ID,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 28,Player_Name,Positions,Primary_Position,Match_Name,Club,Contract_End_Year,Height_cm,Weight_kg,Value_EUR,Wage_EUR,BMI,Value_per_Overall
,18,63,77,83212,Right,64,62,66,73,60,53,54,62,58,9,7,5,3,3,,,,Hugo Burcio,CDM CM CB,CDM,Hugo Burcio,RC Celta,2027,187.0,76.0,1100000.0,4000.0,21.73,17460.32
,17,63,78,279868,Right,76,69,53,56,28,51,52,30,33,8,9,7,3,3,,,,David Otorbi,RW RM LM,RW,David Otorbi,Valencia CF,2028,180.0,75.0,1100000.0,5000.0,23.15,17460.32
,22,63,71,70183,Left,55,60,57,59,27,53,60,23,25,5,8,11,3,2,,,,Aitor Mañas,ST,ST,Aitor Manas,Deportivo Alavés,2028,185.0,75.0,1100000.0,6000.0,21.91,17460.32
,20,63,77,71277,Right,73,68,64,58,60,59,57,60,57,7,10,12,3,3,,,,Arguibide,RB RM,RB,Arguibide,CA Osasuna,2027,178.0,75.0,1100000.0,5000.0,23.67,17460.32
,21,63,73,74441,Left,72,69,62,55,61,51,49,63,62,7,5,9,3,2,,,,Raúl Chasco,LB,LB,Raul Chasco,CA Osasuna,2028,179.0,68.0,1000000.0,5000.0,21.22,15873.02
,22,63,73,276087,Right,17,17,22,57,9,38,22,11,12,63,64,62,5,1,,,,D. Stamatakis,GK,GK,D. Stamatakis,CA Osasuna,2027,191.0,83.0,925000.0,4000.0,22.75,14682.54
,20,63,75,75748,Left,55,53,60,64,65,52,48,66,63,14,15,8,3,2,,,,A. Diatta,CDM CM,CDM,A. Diatta,Villarreal CF,2030,190.0,78.0,1100000.0,6000.0,21.61,17460.32
,23,63,71,271757,Right,29,29,28,46,20,41,23,11,14,63,62,63,3,1,,,,Rubén Gómez,GK,GK,Ruben Gomez,Villarreal CF,2027,185.0,73.0,925000.0,4000.0,21.33,14682.54
,21,63,71,75502,Left,78,79,57,59,26,54,53,26,27,11,9,12,3,3,,,,P. Ba,RM CAM RW,RM,P. Ba,Girona FC,2028,180.0,75.0,1100000.0,5000.0,23.15,17460.32
,23,63,70,73213,Right,22,30,31,69,11,36,37,11,13,64,65,59,3,1,,,,Miguel Narváez,GK,GK,Miguel Narvaez,Real Oviedo,2027,188.0,79.0,825000.0,4000.0,22.35,13095.24
,17,63,81,279758,Right,74,72,51,49,32,63,65,37,38,14,8,7,3,3,,,,Pablo Agudín,CAM LM ST CM,CAM,Pablo Agudin,Real Oviedo,2029,178.0,69.0,1200000.0,4000.0,21.78,19047.62
,17,62,83,82853,Left,82,83,55,62,48,58,59,48,45,7,7,14,3,3,,,,B. Mantato,RM LB RW,RM,B. Mantato,Manchester United,2028,180.0,73.0,1200000.0,8000.0,22.53,19354.84
,18,62,80,82899,Right,68,68,63,62,60,62,61,61,59,7,13,13,3,2,,,,T. Fletcher,CM CDM,CM,T. Fletcher,Manchester United,2027,183.0,75.0,1000000.0,9000.0,22.4,16129.03
,33,62,62,198039,Right,32,33,20,61,20,42,48,11,19,63,61,61,3,1,,,,M. Gillespie,GK,GK,M. Gillespie,Newcastle United,2029,192.0,83.0,130000.0,12000.0,22.52,2096.77
,18,62,81,75770,Right,75,74,62,56,59,64,61,58,55,14,12,8,3,3,,,,C. Olusesi,CM CAM CDM,CM,C. Olusesi,Tottenham Hotspur,2029,175.0,70.0,1000000.0,11000.0,22.86,16129.03
,16,62,80,81899,Right,66,68,56,73,60,31,54,62,61,5,9,15,2,2,,,,J. Byfield,CB,CB,J. Byfield,Tottenham Hotspur,2027,185.0,80.0,925000.0,8000.0,23.37,14919.35
,19,62,76,278284,Right,68,68,66,71,59,60,56,62,61,9,12,14,3,2,,,,M. Kanté,CDM CM,CDM,M. Kante,West Ham United,2031,192.0,80.0,900000.0,8000.0,21.7,14516.13
,17,62,84,278578,Right,59,67,60,77,21,50,59,25,23,10,13,5,3,2,,,,J. Kusi-Asare,ST,ST,J. Kusi-Asare,"Fulham FC Jun 30, 2026 On loan",,196.0,84.0,1300000.0,7000.0,21.87,20967.74
,18,62,78,73896,Right,75,70,55,52,58,57,59,58,56,6,11,11,4,3,,,,C. Kporha,RB RM,RB,C. Kporha,Crystal Palace,2029,170.0,67.0,975000.0,9000.0,23.18,15725.81
,19,62,75,80711,Right,76,73,61,57,56,61,58,58,57,6,6,9,3,2,,,,R. Cardines,RB RM LB,RB,R. Cardines,Crystal Palace,2028,175.0,67.0,900000.0,9000.0,21.88,14516.13
,25,62,67,243588,Right,32,29,31,50,14,37,43,12,12,62,60,61,2,1,,,,T. McGill,GK,GK,T. McGill,Brighton & Hove Albion,2027,185.0,80.0,475000.0,9000.0,23.37,7661.29
,21,62,72,271235,Right,63,57,48,71,61,32,57,63,62,14,7,13,3,2,,,,O. Bevan,CB,CB,O. Bevan,AFC Bournemouth,2028,186.0,77.0,825000.0,9000.0,22.26,13306.45
,21,62,73,276933,Right,59,57,56,57,60,60,58,63,59,12,11,6,3,2,,,,N. Buayi-Kiala,CM CDM,CM,N. Buayi-Kiala,AJ Auxerre,2030,177.0,75.0,900000.0,4000.0,23.94,14516.13
,19,62,75,74429,Right,62,56,46,48,55,64,62,56,46,7,12,12,3,3,,,,A. Diallo,CM CDM,CM,A. Diallo,RC Lens,2027,179.0,70.0,950000.0,4000.0,21.85,15322.58
,16,62,78,78547,Right,20,32,27,30,14,35,36,11,12,60,61,59,3,1,,,,I. Jourdren,GK,GK,I. Jourdren,RC Lens,2029,188.0,70.0,875000.0,700.0,19.81,14112.9
,19,62,75,83218,Left,67,68,52,53,49,56,54,49,41,10,6,6,5,3,,,,E. Garnier,RM RB,RM,E. Garnier,RC Lens,2027,180.0,72.0,950000.0,4000.0,22.22,15322.58
,17,62,78,75554,Right,63,66,68,78,58,49,53,69,64,5,11,5,3,2,,,,S. Nibombe,CDM CB CM,CDM,S. Nibombe,AS Monaco,2027,198.0,82.0,950000.0,3000.0,20.92,15322.58
,18,62,77,82978,Right,67,72,64,65,65,43,56,58,56,11,8,7,3,3,,,,I. Touré,RB CB RM,RB,I. Toure,AS Monaco,2028,180.0,72.0,875000.0,4000.0,22.22,14112.9
,20,62,73,74474,Right,73,68,67,61,57,36,56,63,61,5,11,9,2,2,,,,M. Acapandié,RB,RB,M. Acapandie,FC Nantes,2028,182.0,72.0,825000.0,3000.0,21.74,13306.45
,20,62,67,279130,Left,78,78,70,66,20,58,57,19,17,7,9,9,3,2,,,,A. Camara,ST,ST,A. Camara,"FC Nantes Jun 30, 2026 On loan",,180.0,73.0,600000.0,4000.0,22.53,9677.42
,20,62,76,76901,Right,48,46,33,66,8,38,30,11,14,63,60,61,2,1,,,,B. Żelazowski,GK,GK,B. Zelazowski,OGC Nice,2028,193.0,73.0,850000.0,2000.0,19.6,13709.68
,17,62,77,85529,Right,71,70,58,51,16,61,56,20,18,6,5,11,3,3,,,,P. Mounguengue,ST,ST,P. Mounguengue,Paris Saint-Germain,2028,182.0,75.0,925000.0,8000.0,22.64,14919.35
,19,62,79,76534,Right,72,74,53,56,26,62,58,35,26,8,5,9,3,3,,,,H. Do Marcolino,CAM CM ST,CAM,H. Do Marcolino,Stade Rennais FC,2028,179.0,65.0,1000000.0,4000.0,20.29,16129.03
,17,62,76,85291,Left,61,66,66,70,60,57,53,66,57,13,12,13,3,2,,,,I. Sabaly,CDM CM,CDM,I. Sabaly,RC Strasbourg Alsace,2030,190.0,78.0,850000.0,5000.0,21.61,13709.68
,17,62,76,85530,Left,70,66,52,49,28,61,56,34,25,13,8,6,3,3,,,,Y. Diémé,RM ST RW,RM,Y. Dieme,RC Strasbourg Alsace,2030,180.0,70.0,900000.0,5000.0,21.6,14516.13
,18,62,74,74959,Right,58,55,54,47,47,63,58,53,40,11,6,15,4,3,,,,Y. Sellami,CM CDM,CM,Y. Sellami,Olympique de Marseille,2027,184.0,74.0,925000.0,5000.0,21.86,14919.35
,18,62,76,75423,Right,64,68,64,66,59,35,56,67,62,12,8,12,3,2,,,,M. Louër,RB CB,RB,M. Louer,Angers SCO,2028,181.0,75.0,875000.0,2000.0,22.89,14112.9
,19,62,74,82671,Right,73,79,53,74,16,41,55,24,16,15,11,14,3,3,,,,N. Obougou,ST RM RW,ST,N. Obougou,Le Havre AC,2028,180.0,73.0,950000.0,3000.0,22.53,15322.58
,20,62,74,70015,Right,55,57,62,69,58,37,60,65,63,13,14,9,3,2,,,,N. Wasbauer,CB,CB,N. Wasbauer,Toulouse FC,2027,186.0,80.0,900000.0,4000.0,23.12,14516.13
,17,62,78,78379,Right,78,75,51,45,19,60,62,25,21,8,15,14,4,3,,,,I. Azizi,LW ST LM,LW,I. Azizi,Toulouse FC,2030,173.0,63.0,1000000.0,3000.0,21.05,16129.03
,18,62,76,80772,Left,71,67,57,38,33,61,68,43,28,6,12,6,4,3,,,,D. Zema,RW CAM RM,RW,D. Zema,Toulouse FC,2030,169.0,63.0,925000.0,4000.0,22.06,14919.35
,20,62,72,277820,Right,65,60,58,54,56,64,61,61,49,12,10,10,3,2,,,,N. Lahmadi,CM CDM,CM,N. Lahmadi,Toulouse FC,2030,178.0,71.0,875000.0,4000.0,22.41,14112.9
,21,62,74,81726,Right,53,57,55,68,20,53,58,25,20,11,8,12,3,2,,,,J. Urbich,ST,ST,J. Urbich,Borussia Mönchengladbach,2028,188.0,79.0,975000.0,5000.0,22.35,15725.81
,18,62,77,82741,Left,68,67,57,40,30,62,58,32,32,12,8,9,2,3,,,,F. Fleck,RW CAM RM,RW,F. Fleck,Borussia Mönchengladbach,2027,170.0,65.0,925000.0,4000.0,22.49,14919.35
,18,62,80,82814,Left,61,63,57,49,49,60,52,58,52,7,13,9,4,2,,,,F. Chávez,CM CAM CDM,CM,F. Chavez,"1. FC Köln Jun 30, 2026 On loan",,177.0,70.0,1000000.0,7000.0,22.34,16129.03
,17,62,79,82816,Right,68,63,59,63,15,57,48,14,14,15,9,6,4,2,,,,F. Schenten,ST LW,ST,F. Schenten,1. FC Köln,2030,189.0,80.0,1000000.0,3000.0,22.4,16129.03
,19,62,79,83078,Right,71,69,50,53,19,57,54,31,29,5,8,11,3,3,,,,Y. Niang,RW ST RM,RW,Y. Niang,1. FC Köln,2027,185.0,75.0,1000000.0,4000.0,21.91,16129.03
,17,62,82,80665,Right,67,69,60,55,50,63,58,61,53,10,9,13,3,2,,,,J. Mensah,CM CAM CDM,CM,J. Mensah,Bayer 04 Leverkusen,2027,176.0,68.0,1100000.0,7000.0,21.95,17741.94
,18,62,78,76087,Right,56,60,55,74,61,60,52,60,55,12,10,14,3,2,,,,M. Ćatović,CDM CM CB,CDM,M. Catovic,VfB Stuttgart,2028,187.0,83.0,950000.0,5000.0,23.74,15322.58
,18,62,77,79288,Right,68,67,50,47,32,69,52,48,41,9,9,12,3,3,,,,L. Penna,CAM RM CM,CAM,L. Penna,VfB Stuttgart,2027,184.0,74.0,925000.0,5000.0,21.86,14919.35
,25,62,66,82128,Right,55,58,54,76,22,41,60,34,29,7,10,5,3,2,,,,F. Moreno Fell,ST LW LM,ST,F. Moreno Fell,1. FSV Mainz 05,2028,189.0,82.0,550000.0,6000.0,22.96,8870.97
,18,62,75,78753,Right,69,65,59,55,55,49,55,64,61,6,15,8,2,2,,,,J. Bürger,RB RM,RB,J. Burger,VfL Wolfsburg,2028,180.0,72.0,875000.0,5000.0,22.22,14112.9
,18,62,82,82099,Right,62,65,55,44,26,63,60,39,36,8,10,8,3,3,,,,M. Dills,CAM RW CM,CAM,M. Dills,Eintracht Frankfurt,2028,177.0,67.0,1100000.0,4000.0,21.39,17741.94
,17,62,85,82822,Right,66,69,61,56,18,49,50,28,20,5,6,7,3,2,,,,A. Staff,ST RW,ST,A. Staff,Eintracht Frankfurt,2028,182.0,76.0,1300000.0,4000.0,22.94,20967.74
,20,62,77,276489,Right,69,67,50,39,29,57,55,37,35,5,11,6,3,3,,,,D. Preu,LM CAM ST LW,LM,D. Preu,1. FC Union Berlin,2030,172.0,64.0,950000.0,5000.0,21.63,15322.58
,21,62,71,77620,Right,34,41,36,64,13,34,33,14,12,60,60,64,2,1,,,,E. Gazdov,GK,GK,E. Gazdov,"FC St. Pauli Jun 30, 2026 On loan",,194.0,80.0,775000.0,700.0,21.26,12500.0
,19,62,75,74573,Right,66,65,56,50,21,45,56,18,15,7,6,9,3,3,,,,D. Vavassori,ST CAM,ST,D. Vavassori,Atalanta,2029,175.0,75.0,950000.0,9000.0,24.49,15322.58
,34,62,62,194894,Right,22,21,22,30,27,30,42,17,16,63,62,60,2,1,,,,F. Rossi,GK,GK,F. Rossi,Atalanta,2029,193.0,83.0,70000.0,8000.0,22.28,1129.03
,19,62,75,278338,Right,89,80,51,36,30,46,55,38,33,7,14,6,3,3,,,,Saná Fernandes,ST CAM,ST,Sana Fernandes,Lazio,2028,165.0,57.0,950000.0,5000.0,20.94,15322.58
,20,62,76,72179,Right,22,16,26,48,16,52,55,10,11,59,56,62,4,1,,,,L. Torriani,GK,GK,L. Torriani,AC Milan,2030,197.0,85.0,850000.0,3000.0,21.9,13709.68
,18,62,76,81252,Right,67,61,65,56,29,51,56,51,40,13,6,9,3,3,,,,C. Balentien,RM RW,RM,C. Balentien,AC Milan,2030,189.0,75.0,925000.0,6000.0,21.0,14919.35
,19,62,74,74453,Right,66,61,59,62,22,56,61,22,19,14,7,5,3,3,,,,D. Mikołajewski,ST,ST,D. Mikołajewski,Parma,2030,184.0,76.0,950000.0,4000.0,22.45,15322.58
,19,62,76,76172,Right,67,71,60,53,21,51,48,22,16,9,11,12,2,3,,,,L. Venturino,RM LM RW,RM,L. Venturino,"Roma Jun 30, 2026 On loan",,169.0,57.0,950000.0,4000.0,19.96,15322.58
,20,62,71,80604,Right,64,62,61,57,49,63,51,58,54,12,5,10,4,2,,,,N. Kovač,CM CDM,CM,N. Kovac,Lecce,2028,185.0,75.0,875000.0,2000.0,21.91,14112.9
,20,62,71,80606,Right,55,62,65,59,61,51,50,62,61,11,8,6,3,2,,,,O. Gorter,CDM CM,CDM,O. Gorter,Lecce,2028,181.0,75.0,825000.0,2000.0,22.89,13306.45
,19,62,75,74768,Right,71,75,70,60,56,50,51,59,58,7,6,11,3,2,,,,O. Raterink,RB RM,RB,O. Raterink,Cagliari,2030,189.0,80.0,900000.0,2000.0,22.4,14516.13
,19,62,74,82808,Left,74,80,62,60,20,56,54,22,18,14,9,12,2,3,,,,Y. Trepy,ST,ST,Y. Trepy,Cagliari,2028,191.0,80.0,950000.0,2000.0,21.93,15322.58
,18,62,76,83827,Left,65,69,61,56,21,52,50,19,15,6,6,15,3,3,,,,P. Mendy,ST,ST,P. Mendy,Cagliari,2031,187.0,80.0,925000.0,2000.0,22.88,14919.35
,19,62,76,74926,Right,65,68,66,69,60,30,51,67,65,10,10,9,3,2,,,,E. Kouadio,CB,CB,E. Kouadio,Fiorentina,2027,191.0,74.0,875000.0,6000.0,20.28,14112.9
,19,62,76,74484,Left,66,59,68,67,56,61,58,59,53,9,13,5,3,3,,,,G. Lafont,CM CDM,CM,G. Lafont,Genoa,2028,175.0,59.0,950000.0,4000.0,19.27,15322.58
,27,62,65,225432,Right,40,44,31,57,19,30,28,17,19,64,56,59,2,1,,,,D. Sommariva,GK,GK,D. Sommariva,Genoa,2030,185.0,76.0,400000.0,3000.0,22.21,6451.61
,21,62,73,74876,Right,64,63,61,76,61,42,44,60,58,10,11,8,3,2,,,,D. Denoon,CB,CB,D. Denoon,"Pisa Jun 30, 2026 On loan",,187.0,85.0,825000.0,3000.0,24.31,13306.45
,21,62,71,80811,Right,24,25,26,59,9,33,35,13,11,61,62,61,3,1,,,,G. Zacchi,GK,GK,G. Zacchi,Sassuolo,2027,185.0,78.0,775000.0,2000.0,22.79,12500.0
,21,62,75,82755,Left,65,68,61,68,62,41,64,62,56,6,6,7,2,2,,,,Dani Martinez,CB LB CDM CM,CB,Dani Martinez,Atlético Madrid,2027,186.0,75.0,925000.0,8000.0,21.68,14919.35
,20,62,76,279569,Right,69,66,61,54,53,63,59,54,55,7,5,5,4,3,,,,Rayane,CAM RM CM,CAM,Rayane,Atlético Madrid,2029,175.0,63.0,950000.0,8000.0,20.57,15322.58
,19,62,79,277908,Right,21,21,17,62,6,22,35,13,14,61,62,62,2,1,,,,D. Kochen,GK,GK,D. Kochen,FC Barcelona,2028,189.0,83.0,900000.0,5000.0,23.24,14516.13
,18,62,78,75917,Left,70,74,58,59,32,55,48,34,25,7,13,10,2,3,,,,Daniel Yáñez,RW RM,RW,Daniel Yanez,Real Madrid,2029,177.0,73.0,1000000.0,19000.0,23.3,16129.03
,18,62,79,74717,Right,20,30,23,44,13,35,28,14,12,63,60,57,3,1,,,,Manu González,GK,GK,Manu Gonzalez,Real Betis Balompié,2028,189.0,81.0,900000.0,1000.0,22.68,14516.13
,19,62,76,74716,Right,58,59,59,56,55,63,64,60,54,7,12,7,3,2,,,,Jan Salas,CM CAM LM CDM,CM,Jan Salas,RCD Mallorca,2028,182.0,67.0,950000.0,5000.0,20.23,15322.58
,19,62,77,80683,Right,57,63,59,68,17,49,56,17,18,12,6,15,3,2,,,,Aimar Blázquez,ST,ST,Aimar Blazquez,Valencia CF,2027,194.0,75.0,950000.0,6000.0,19.93,15322.58
,21,62,73,78858,Right,74,72,70,60,52,60,56,58,57,9,15,9,3,3,,,,Lander Pinillos,CAM RM CM,CAM,Lander Pinillos,Deportivo Alavés,2027,176.0,66.0,900000.0,5000.0,21.31,14516.13
,19,62,76,83277,Left,68,65,49,42,38,65,52,41,32,11,15,8,3,3,,,,Álex Sánchez,RM LM CAM RW,RM,Alex Sanchez,Elche CF,2027,174.0,60.0,950000.0,4000.0,19.82,15322.58
,19,62,78,279035,Right,68,74,55,54,22,54,52,15,22,11,14,8,3,3,,,,A. Boayar,ST,ST,A. Boayar,Elche CF,2027,178.0,74.0,1000000.0,4000.0,23.36,16129.03
,21,62,72,279507,Left,33,32,25,42,7,36,32,10,11,60,60,60,2,1,,,,Rafa Romero,GK,GK,Rafa Romero,Sevilla FC,2027,192.0,75.0,775000.0,2000.0,20.35,12500.0
,19,62,78,80684,Left,63,63,64,73,64,39,45,63,58,10,10,14,3,2,,,,J. Valou,CB LB,CB,J. Valou,Villarreal CF,2030,188.0,86.0,975000.0,5000.0,24.33,15725.81
,16,62,81,82665,Right,64,65,58,61,64,60,63,61,51,6,8,10,3,2,,,,Carlos Macià,CM CDM,CM,Carlos Macia,Villarreal CF,2029,190.0,78.0,1000000.0,4000.0,21.61,16129.03
,18,62,76,80678,Right,52,62,60,75,55,40,50,60,55,11,14,15,3,2,,,,M. Krug,CB,CB,M. Krug,Levante UD,2028,192.0,77.0,875000.0,4000.0,20.89,14112.9
,19,62,75,71977,Left,57,55,38,46,35,63,63,48,47,12,13,10,2,3,,,,Alberto Risco,CAM CM,CAM,Alberto Risco,Getafe CF,2028,179.0,68.0,950000.0,5000.0,21.22,15322.58
,20,62,75,277458,Left,60,64,61,73,60,31,47,62,60,15,9,14,2,2,,,,Diego Espinosa,CB,CB,Diego Espinosa,Real Oviedo,2029,195.0,80.0,900000.0,5000.0,21.04,14516.13
,20,62,76,279141,Right,71,70,63,57,53,65,63,52,50,12,8,7,3,3,,,,Dieguito,CM CAM RM CDM,CM,Dieguito,Real Oviedo,2028,175.0,70.0,950000.0,5000.0,22.86,15322.58
,24,61,66,247601,Right,62,66,51,73,60,48,59,60,59,5,14,12,2,2,,,,R. Williams,CB,CB,R. Williams,Liverpool,2028,195.0,82.0,450000.0,12000.0,21.56,7377.05
,21,61,72,271977,Right,30,28,20,63,12,24,23,13,10,60,63,59,2,1,,,,H. Davies,GK,GK,H. Davies,Liverpool,2030,190.0,80.0,650000.0,5000.0,22.16,10655.74
,19,61,77,71634,Right,75,73,58,61,54,56,54,62,58,14,10,6,2,3,,,,E. da Silva Moreira,RB RM,RB,E. da Silva Moreira,Nottingham Forest,2028,184.0,82.0,825000.0,9000.0,24.22,13524.59
,18,61,76,82187,Right,66,68,56,76,60,38,51,62,61,10,7,11,3,2,,,,J. Rowswell,CB,CB,J. Rowswell,Tottenham Hotspur,2029,188.0,85.0,725000.0,9000.0,24.05,11885.25
,19,61,78,70230,Right,60,62,64,63,59,61,63,60,58,13,15,9,3,2,,,,L. Orford,CDM CM,CDM,L. Orford,West Ham United,2029,182.0,70.0,800000.0,7000.0,21.13,13114.75
,19,61,71,74917,Right,65,66,55,53,53,64,58,56,52,15,11,5,3,2,,,,M. Aleksić,CM CAM CDM,CM,M. Aleksic,Sunderland,2028,179.0,72.0,700000.0,7000.0,22.47,11475.41
,20,61,70,276718,Right,59,61,54,66,61,58,58,62,60,5,11,6,3,2,,,,K. Rodney,CDM RB CM,CDM,K. Rodney,Crystal Palace,2030,189.0,77.0,675000.0,9000.0,21.56,11065.57
,20,61,73,80578,Right,72,65,58,44,57,43,53,65,67,11,8,6,2,2,,,,C. Mélières,RB,RB,C. Melieres,FC Metz,2028,175.0,65.0,750000.0,2000.0,21.22,12295.08
,16,61,76,80063,Right,72,69,59,72,59,61,62,63,48,9,14,14,3,3,,,,D. Coulibaly,CM CDM,CM,D. Coulibaly,OGC Nice,2027,190.0,76.0,750000.0,2000.0,21.05,12295.08
,17,61,77,82427,Right,75,70,51,55,33,47,58,38,27,10,7,14,3,3,,,,E. Legendre Quiñonez,RM RW,RM,E. Legendre Quinonez,Stade Rennais FC,2029,179.0,68.0,825000.0,2000.0,21.22,13524.59
,16,61,79,83565,Left,68,66,57,58,52,57,59,58,46,7,6,10,2,3,,,,T. Noubissie,CM CDM,CM,T. Noubissie,RC Strasbourg Alsace,2028,188.0,77.0,825000.0,5000.0,21.79,13524.59
,21,61,70,82993,Right,78,73,47,44,39,58,65,44,36,12,9,12,3,3,,,,Daniel Semedo,CAM CM,CAM,Daniel Semedo,FC Lorient,2028,177.0,68.0,725000.0,3000.0,21.71,11885.25
,18,61,82,275301,Right,88,85,53,48,25,48,65,26,21,6,13,9,3,4,,,,T. Sanusi,LW RW LM,LW,T. Sanusi,"FC Lorient Jun 30, 2026 On loan",,178.0,63.0,1000000.0,12000.0,19.88,16393.44
,18,61,75,85288,Left,61,66,53,81,22,51,53,22,16,6,6,11,2,2,,,,U. Lamare El Kadmiri,ST,ST,U. Lamare El Kadmiri,Olympique de Marseille,2027,193.0,84.0,775000.0,5000.0,22.55,12704.92
,21,61,71,278095,Right,25,32,23,63,10,39,23,11,12,64,59,55,3,1,,,,J. Van Neck,GK,GK,J. Van Neck,Olympique de Marseille,2027,191.0,70.0,650000.0,2000.0,19.19,10655.74
,19,61,71,78377,Right,66,74,57,77,19,41,46,21,17,11,8,15,3,2,,,,L. Machine,ST,ST,L. Machine,Angers SCO,2028,183.0,75.0,725000.0,2000.0,22.4,11885.25
,19,61,77,71265,Right,44,43,27,47,9,33,41,13,15,62,59,54,2,1,,,,P. Argney,GK,GK,P. Argney,Le Havre AC,2027,186.0,75.0,750000.0,900.0,21.68,12295.08
,18,61,76,73625,Right,52,54,34,62,60,64,62,62,55,7,7,5,2,2,,,,G. Zohouri,CM CDM,CM,G. Zohouri,Le Havre AC,2027,185.0,75.0,750000.0,2000.0,21.91,12295.08
,18,61,76,80691,Right,75,76,57,75,19,46,59,23,17,12,9,9,3,3,,,,E. Faty,ST,ST,E. Faty,Toulouse FC,2030,189.0,75.0,775000.0,3000.0,21.0,12704.92
,20,61,74,80775,Right,62,64,58,63,56,28,58,69,63,11,13,14,3,2,,,,F. Efuele Ngoyala,CB CDM CM,CB,F. Efuele Ngoyala,Toulouse FC,2028,184.0,75.0,750000.0,3000.0,22.15,12295.08
,18,61,80,70068,Left,58,60,41,49,39,62,57,35,33,5,12,13,3,3,,,,G. Della Rovere,CAM CM,CAM,G. Della Rovere,FC Bayern München,2027,187.0,75.0,825000.0,6000.0,21.45,13524.59
,16,61,85,77126,Left,73,70,44,43,26,57,43,36,38,7,8,10,5,3,,,,W. Mike,LM LW,LM,W. Mike,FC Bayern München,2027,175.0,65.0,1000000.0,5000.0,21.22,16393.44
,20,61,74,82813,Right,69,69,65,64,60,47,50,60,54,5,12,7,3,2,,,,V. Manuba,RB LB,RB,V. Manuba,FC Bayern München,2028,183.0,80.0,750000.0,7000.0,23.89,12295.08
,17,61,81,85225,Right,78,85,40,55,61,62,59,57,56,8,6,10,3,2,,,,B. Sapoko Ndiaye,CM CAM CDM,CM,B. Sapoko Ndiaye,FC Bayern München,2028,180.0,77.0,875000.0,5000.0,23.77,14344.26
,18,61,79,76107,Right,53,55,52,74,57,35,49,64,62,15,14,9,3,2,,,,E. Benkara,CB,CB,E. Benkara,Borussia Dortmund,2029,193.0,80.0,775000.0,5000.0,21.48,12704.92
,16,61,85,78577,Right,56,58,49,67,64,59,65,61,52,13,6,10,3,2,,,,M. Kaba,CDM CM,CDM,M. Kaba,Borussia Dortmund,2027,197.0,86.0,975000.0,4000.0,22.16,15983.61
,18,61,77,82767,Right,69,67,61,52,60,39,51,57,62,15,5,10,3,2,,,,C. Neumann,RB RM,RB,C. Neumann,1. FC Köln,2027,178.0,70.0,800000.0,3000.0,22.09,13114.75
,19,61,77,79455,Right,65,68,60,69,24,51,60,23,23,6,9,14,3,3,,,,S. Musah,ST,ST,S. Musah,SV Werder Bremen,2029,198.0,84.0,850000.0,4000.0,21.43,13934.43
,20,61,75,75280,Left,67,55,51,52,39,57,60,52,50,15,14,13,3,2,,,,D. Gleiber,CM CAM CDM,CM,D. Gleiber,1. FSV Mainz 05,2028,181.0,78.0,775000.0,4000.0,23.81,12704.92
,18,61,76,82194,Right,62,63,49,55,53,65,55,51,48,6,14,8,2,3,,,,P. Hensel,CM CDM CAM,CM,P. Hensel,VfL Wolfsburg,2029,181.0,75.0,750000.0,5000.0,22.89,12295.08
,20,61,75,74464,Right,61,55,49,59,23,56,60,55,55,13,8,11,3,2,,,,F. Micheler,CM CAM CDM,CM,F. Micheler,TSG 1899 Hoffenheim,2027,185.0,76.0,775000.0,5000.0,22.21,12704.92
,20,61,71,78436,Right,66,51,56,85,58,31,43,66,60,12,11,11,2,2,,,,K. Frees,CB,CB,K. Frees,TSG 1899 Hoffenheim,2029,203.0,98.0,675000.0,4000.0,23.78,11065.57
,24,61,67,257637,Right,20,27,23,57,7,35,29,15,12,61,59,59,2,1,,,,D. Klein,GK,GK,D. Klein,FC Augsburg,2029,191.0,84.0,425000.0,3000.0,23.03,6967.21
,23,61,71,73119,Right,20,29,24,63,12,35,27,10,10,61,58,59,3,1,,,,S. Spari,GK,GK,S. Spari,FC St. Pauli,2028,196.0,89.0,625000.0,2000.0,23.17,10245.9
,17,61,82,77325,Left,63,69,69,65,55,51,67,59,58,14,7,10,3,2,,,,L. Jakirović,CB LB,CB,L. Jakirovic,Inter,2030,190.0,76.0,975000.0,3000.0,21.05,15983.61
,18,61,76,82088,Left,68,69,60,56,30,48,58,25,15,13,6,9,3,3,,,,M. Mosconi,ST,ST,M. Mosconi,Inter,2028,179.0,75.0,775000.0,4000.0,23.41,12704.92
,23,61,66,270217,Right,37,43,29,57,14,35,31,14,13,63,60,55,2,1,,,,A. Furlanetto,GK,GK,A. Furlanetto,Lazio,2028,191.0,78.0,400000.0,3000.0,21.38,6557.38
,19,61,76,81972,Right,66,66,69,58,21,52,48,22,19,14,5,5,3,3,,,,A. Cardinali,LM RM ST LW,LM,A. Cardinali,Parma,2028,180.0,75.0,775000.0,3000.0,23.15,12704.92
,21,61,69,278623,Right,30,21,19,32,12,35,38,9,15,62,65,60,2,1,,,,J. Samooja,GK,GK,J. Samooja,Lecce,2030,189.0,84.0,650000.0,850.0,23.52,10655.74
